"state","puma12","puma2k","stab","PUMAname","PUMA2kName","hus10","afact","AFACT2"
"FIPS state","puma12","puma2k","State Postal Code","PUMA12 Name","PUMA 2K Name","Total HUs, 2010 census","puma12 to puma2k alloc factor","puma2k to puma12 alloc factor"
"06","07703","02001","CA","San Joaquin County (South)--Tracy, Manteca & Lathrop Cities","0602001",62744,1,0.899 
"06","07704","01901","CA","San Joaquin County (North)--Lodi, Ripon & Escalon Cities","0601901",262,0.004,0.006 
"06","07704","01902","CA","San Joaquin County (North)--Lodi, Ripon & Escalon Cities","0601902",765,0.013,0.014 
"06","07704","02001","CA","San Joaquin County (North)--Lodi, Ripon & Escalon Cities","0602001",7035,0.12,0.101 
"06","07704","02002","CA","San Joaquin County (North)--Lodi, Ripon & Escalon Cities","0602002",50540,0.862,0.751 
"06","07901","03701","CA","San Luis Obispo County (West)--Coastal Region","0603701",20486,0.271,0.344 
"06","07901","03702","CA","San Luis Obispo County (West)--Coastal Region","0603702",55198,0.729,0.957 
"06","07902","03701","CA","San Luis Obispo County (East)--Inland Region","0603701",39138,0.94,0.656 
"06","07902","03702","CA","San Luis Obispo County (East)--Inland Region","0603702",2493,0.06,0.043 
"06","08101","02301","CA","San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town","0602301",47124,1,1 
"06","08101","02302","CA","San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town","0602302",19,0,0 
"06","08102","02301","CA","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities","0602301",1,0,0 
"06","08102","02302","CA","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities","0602302",41604,1,0.999 
"06","08103","02302","CA","San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities","0602302",13,0,0 
"06","08103","02303","CA","San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities","0602303",42909,1,1 
"06","08103","02304","CA","San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities","0602304",4,0,0 
"06","08104","02304","CA","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities","0602304",48289,1,1 
"06","08104","02305","CA","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities","0602305",22,0,0 
"06","08105","02305","CA","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities","0602305",51169,1,1 
"06","08106","02306","CA","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town","0602306",39877,1,1 
"06","08301","06701","CA","Santa Barbara County (Northwest)--Santa Maria City & Orcutt","0606701",37295,1,0.508 
"06","08302","06701","CA","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities","0606701",36098,0.975,0.492 
"06","08302","06702","CA","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities","0606702",918,0.025,0.012 
"06","08303","06601","CA","Santa Barbara County--South Coast Region","0606601",2,0,0 
"06","08303","06702","CA","Santa Barbara County--South Coast Region","0606702",78521,1,0.988 
"06","08501","02701","CA","Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities","0602701",82628,1,1 
"06","08502","02702","CA","Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities","0602702",57845,0.989,1 
"06","08502","02703","CA","Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities","0602703",637,0.011,0.013 
"06","08503","02703","CA","Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities","0602703",50191,0.969,0.987 
"06","08503","02708","CA","Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities","0602708",1597,0.031,0.031 
"06","08504","02704","CA","Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities","0602704",38892,1,1 
"06","08505","02705","CA","Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock","0602705",28932,1,1 
"06","08506","02706","CA","Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities","0602706",35688,1,0.963 
"06","08507","02707","CA","Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town","0602707",50826,0.974,1 
"06","08507","02711","CA","Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town","0602711",1372,0.026,0.037 
"06","08508","02708","CA","Santa Clara County (Central)--San Jose (West Central) & Campbell Cities","0602708",49476,0.936,0.969 
"06","08508","02710","CA","Santa Clara County (Central)--San Jose (West Central) & Campbell Cities","0602710",3397,0.064,0.06 
"06","08509","02709","CA","Santa Clara County (Central)--San Jose City (Northwest)","0602709",46240,1,1 
"06","08510","02710","CA","Santa Clara County (Central)--San Jose City (Central)","0602710",53564,1,0.94 
"06","08511","02711","CA","Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park","0602711",36182,0.957,0.963 
"06","08511","02712","CA","Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park","0602712",1622,0.043,0.045 
"06","08512","02706","CA","Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley)","0602706",1378,0.038,0.037 
"06","08512","02712","CA","Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley)","0602712",34738,0.962,0.955 
"06","08513","02713","CA","Santa Clara County (Central)--San Jose City (Southeast/Evergreen)","0602713",31328,1,0.945 
"06","08514","02713","CA","Santa Clara County (Central)--San Jose City (East Central/East Valley)","0602713",1815,0.071,0.055 
"06","08514","02714","CA","Santa Clara County (Central)--San Jose City (East Central/East Valley)","0602714",23572,0.929,1 
"06","08701","02801","CA","Santa Cruz County (North)--Watsonville & Scotts Valley Cities","0602801",4252,0.083,0.077 
"06","08701","02802","CA","Santa Cruz County (North)--Watsonville & Scotts Valley Cities","0602802",46778,0.917,0.953 
"06","08702","02801","CA","Santa Cruz County (South & Coastal)--Santa Cruz City","0602801",51120,0.956,0.923 
"06","08702","02802","CA","Santa Cruz County (South & Coastal)--Santa Cruz City","0602802",2326,0.044,0.047 
"06","08900","00300","CA","Shasta County--Redding City","0600300",77313,1,1 
"06","09501","01301","CA","Solano County (Southwest)--Vallejo & Benicia Cities","0601301",56497,1,1 
"06","09502","01302","CA","Solano County (Central)--Fairfield & Suisun City Cities","0601302",48870,1,1 
"06","09503","01303","CA","Solano County (Northeast)--Vacaville & Dixon Cities","0601303",47331,1,1 
"06","09701","01101","CA","Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities","0601101",85072,1,1 
"06","09702","01102","CA","Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities","0601102",47564,1,1 
"06","09703","01103","CA","Sonoma County (Central)--Santa Rosa City","0601103",71936,1,1 
"06","09901","02500","CA","Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities","0602500",51,0.001,0.001 
"06","09901","02601","CA","Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities","0602601",17665,0.498,0.323 
"06","09901","02602","CA","Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities","0602602",17725,0.5,0.358 
"06","09902","02500","CA","Stanislaus County (Central)--Modesto City (West)","0602500",34172,0.836,0.454 
"06","09902","02601","CA","Stanislaus County (Central)--Modesto City (West)","0602601",3284,0.08,0.06 
"06","09902","02602","CA","Stanislaus County (Central)--Modesto City (West)","0602602",3399,0.083,0.069 
"06","09903","02500","CA","Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities","0602500",94,0.002,0.001 
"06","09903","02601","CA","Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities","0602601",33713,0.55,0.617 
"06","09903","02602","CA","Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities","0602602",27494,0.449,0.555 
"06","09904","02500","CA","Stanislaus County (Central)--Modesto City (East)","0602500",40948,0.977,0.544 
"06","09904","02602","CA","Stanislaus County (Central)--Modesto City (East)","0602602",958,0.023,0.019 
"06","10100","00600","CA","Sutter & Yuba Counties--Yuba City","0600600",3,0,0 
"06","10100","00800","CA","Sutter & Yuba Counties--Yuba City","0600800",61490,1,1 
"06","10701","03501","CA","Tulare County (Northwest)--Visalia City","0603501",47483,1,1 
"06","10702","03502","CA","Tulare County (West Central)--Tulare & Porterville Cities","0603502",44599,0.963,1 
"06","10702","03503","CA","Tulare County (West Central)--Tulare & Porterville Cities","0603503",1737,0.037,0.035 
"06","10703","03503","CA","Tulare County (Outside Visalia, Tulare & Porterville Cities)","0603503",47877,1,0.965 
"06","11101","06400","CA","Ventura County (Southeast)--Simi Valley City","0606400",38012,0.981,0.899 
"06","11101","06602","CA","Ventura County (Southeast)--Simi Valley City","0606602",753,0.019,0.014 
"06","11102","06400","CA","Ventura County (Southeast)--Thousand Oaks City","0606400",2,0,0 
"06","11102","06500","CA","Ventura County (Southeast)--Thousand Oaks City","0606500",47478,0.846,1 
"06","11102","06602","CA","Ventura County (Southeast)--Thousand Oaks City","0606602",8629,0.154,0.165 
"06","11103","06200","CA","Ventura County (Southwest)--Oxnard & Port Hueneme Cities","0606200",44554,0.801,0.874 
"06","11103","06601","CA","Ventura County (Southwest)--Oxnard & Port Hueneme Cities","0606601",11048,0.199,0.237 
"06","11104","06200","CA","Ventura County (Southwest)--San Buenaventura (Ventura) City","0606200",2754,0.059,0.054 
"06","11104","06300","CA","Ventura County (Southwest)--San Buenaventura (Ventura) City","0606300",42028,0.894,1 
"06","11104","06601","CA","Ventura County (Southwest)--San Buenaventura (Ventura) City","0606601",2241,0.048,0.048 
"06","11105","06200","CA","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities","0606200",540,0.013,0.011 
"06","11105","06300","CA","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities","0606300",9,0,0 
"06","11105","06400","CA","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities","0606400",4268,0.106,0.101 
"06","11105","06601","CA","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities","0606601",32565,0.809,0.697 
"06","11105","06602","CA","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities","0606602",2854,0.071,0.055 
"06","11106","06200","CA","Ventura County (South Central)--Camarillo & Moorpark Cities","0606200",3108,0.071,0.061 
"06","11106","06500","CA","Ventura County (South Central)--Camarillo & Moorpark Cities","0606500",1,0,0 
"06","11106","06601","CA","Ventura County (South Central)--Camarillo & Moorpark Cities","0606601",839,0.019,0.018 
"06","11106","06602","CA","Ventura County (South Central)--Camarillo & Moorpark Cities","0606602",40012,0.91,0.766 
"06","11300","00900","CA","Yolo County--Davis, Woodland & West Sacramento Cities","0600900",75054,1,1 
